"","X","region","population","sex","age","education","income","statusquo","vote"
"1401",1401,"S",15000,"M",21,"P",15000,-1.00723,"N"
"1402",1402,"S",15000,"M",54,"P",15000,0.20137,"Y"
"1403",1403,"S",15000,"F",35,"S",35000,0.16992,"A"
"1404",1404,"N",15000,"M",21,"PS",35000,1.29424,"Y"
"1405",1405,"S",15000,"M",55,"S",35000,-1.29617,"N"
"1407",1407,"S",15000,"M",66,"P",15000,-1.29617,"N"
"1409",1409,"S",15000,"M",68,"P",7500,0.97936,"Y"
"1410",1410,"S",15000,"F",20,"P",2500,0.09844,"Y"
"1411",1411,"S",15000,"F",31,"S",35000,0.65654,"U"
"1412",1412,"S",15000,"M",23,"S",35000,-1.11878,"N"
"1413",1413,"S",15000,"M",27,"S",7500,0.57369,"Y"
"1414",1414,"S",15000,"M",60,"S",7500,0.31993,"U"
"1415",1415,"S",15000,"F",43,"P",7500,1.06426,"Y"
"1416",1416,"S",15000,"M",34,"P",15000,1.5877,"U"
"1417",1417,"S",15000,"M",43,"P",35000,-0.54177,"N"
"1418",1418,"S",15000,"M",37,"S",35000,1.26614,"Y"
"1419",1419,"S",15000,"F",48,"P",2500,0.89357,"U"
"1420",1420,"S",15000,"F",28,"P",7500,1.1521,"U"
"1421",1421,"S",25000,"F",21,"S",35000,-0.80987,"N"
"1422",1422,"S",25000,"M",50,"S",75000,-0.05229,"U"
"1423",1423,"S",25000,"F",45,"S",35000,-0.41564,"U"
"1424",1424,"S",25000,"M",30,"S",35000,0.30179,"Y"
"1425",1425,"S",25000,"F",69,"S",7500,-0.11321,"U"
"1427",1427,"S",25000,"F",28,"P",35000,0.19238,"U"
"1428",1428,"S",25000,"F",37,"P",2500,-0.36626,"A"
"1429",1429,"S",25000,"M",30,"S",2500,1.00098,"Y"
"1431",1431,"S",25000,"M",21,"P",35000,-0.35694,"N"
"1432",1432,"S",25000,"F",40,"P",2500,-0.23049,"U"
"1433",1433,"S",25000,"M",57,"P",7500,0.10233,"Y"
"1434",1434,"S",25000,"M",27,"S",15000,-0.43537,"N"
"1435",1435,"S",25000,"F",18,"S",2500,1.56059,"Y"
"1436",1436,"S",25000,"F",25,"P",7500,1.36755,"Y"
"1437",1437,"S",25000,"F",49,"P",2500,0.16314,"Y"
"1438",1438,"S",25000,"M",18,"S",7500,-1.21834,"N"
"1439",1439,"S",25000,"M",47,"PS",35000,-1.14049,"N"
"1440",1440,"S",25000,"F",22,"P",15000,1.54947,"Y"
"1441",1441,"S",125000,"M",43,"PS",75000,-0.92993,"N"
"1442",1442,"S",125000,"F",52,"P",15000,0.9584,"Y"
"1443",1443,"S",125000,"F",24,"S",15000,-0.67175,"A"
"1444",1444,"S",125000,"M",18,"S",15000,-0.98612,"N"
"1445",1445,"S",125000,"M",28,"PS",75000,-1.14049,"N"
"1446",1446,"S",125000,"M",43,"P",200000,1.50201,"Y"
"1448",1448,"S",125000,"F",23,"S",35000,-1.26853,"N"
"1449",1449,"S",125000,"M",23,"PS",35000,-1.03486,"N"
"1450",1450,"S",125000,"M",42,"PS",35000,0.66881,"U"
"1451",1451,"S",125000,"M",20,"S",15000,0.52377,"U"
"1452",1452,"S",125000,"F",20,"PS",35000,-1.0495,"N"
"1453",1453,"S",125000,"F",48,"P",15000,-0.90176,"U"
"1454",1454,"S",125000,"M",36,"S",15000,0.60546,"U"
"1455",1455,"S",125000,"F",33,"P",75000,-1.29617,"N"
"1456",1456,"S",125000,"F",38,"PS",125000,-0.15788,"N"
"1457",1457,"S",125000,"M",37,"P",35000,1.28625,"Y"
"1458",1458,"S",125000,"M",22,"PS",200000,1.12564,"Y"
"1459",1459,"S",125000,"M",42,"PS",200000,1.54808,"Y"
"1460",1460,"S",125000,"F",19,"PS",200000,1.54808,"Y"
"1461",1461,"S",15000,"M",41,"P",15000,1.37299,"Y"
"1463",1463,"S",15000,"F",23,"S",7500,0.68101,"Y"
"1464",1464,"S",15000,"M",56,"P",7500,0.35966,"U"
"1465",1465,"S",15000,"F",44,"P",75000,1.40449,"Y"
"1466",1466,"S",15000,"F",33,"P",15000,-1.29617,"N"
"1467",1467,"S",15000,"M",19,"S",15000,1.71355,"Y"
"1468",1468,"S",15000,"M",37,"P",35000,1.43203,"Y"
"1469",1469,"S",15000,"F",62,"P",2500,1.26728,"U"
"1470",1470,"S",15000,"F",36,"P",15000,0.8591,"U"
"1471",1471,"S",15000,"F",26,"PS",35000,-1.04234,"N"
"1472",1472,"S",15000,"F",36,"P",35000,0.13228,"U"
"1473",1473,"S",15000,"M",40,"PS",75000,0.41409,"N"
"1474",1474,"S",15000,"M",22,"P",15000,1.14114,"Y"
"1475",1475,"S",15000,"M",32,"P",15000,1.45955,"Y"
"1476",1476,"S",15000,"F",19,"P",2500,0.50295,"Y"
"1477",1477,"S",15000,"M",34,"S",75000,1.36617,"Y"
"1478",1478,"S",15000,"M",69,"P",15000,1.39479,"Y"
"1479",1479,"S",15000,"F",32,"S",35000,0.52178,"Y"
"1480",1480,"S",15000,"F",39,"P",2500,0.39966,"Y"
"1481",1481,"S",25000,"F",31,"P",7500,1.50986,"Y"
"1482",1482,"S",25000,"F",57,"P",7500,1.54731,"U"
"1483",1483,"S",25000,"M",28,"P",15000,0.67731,"U"
"1484",1484,"S",25000,"M",33,"P",15000,-0.82779,"U"
"1485",1485,"S",25000,"M",63,"S",35000,1.01347,"Y"
"1486",1486,"S",25000,"F",36,"P",15000,0.49424,"U"
"1487",1487,"S",25000,"M",52,"S",7500,0.77456,"Y"
"1488",1488,"S",25000,"F",44,"P",35000,0.52212,"Y"
"1489",1489,"S",25000,"M",19,"S",2500,1.40641,"U"
"1490",1490,"S",25000,"F",27,"S",35000,0.92562,"A"
"1491",1491,"S",25000,"F",29,"S",2500,-1.25656,"U"
"1493",1493,"S",25000,"M",24,"P",2500,-1.25656,"U"
"1494",1494,"S",25000,"F",59,"P",7500,-1.29617,"Y"
"1495",1495,"S",25000,"F",31,"S",15000,1.00888,"Y"
"1496",1496,"S",25000,"F",45,"S",7500,1.09242,"Y"
"1497",1497,"S",25000,"F",19,"PS",15000,-0.14866,"A"
"1498",1498,"S",25000,"M",37,"PS",7500,-0.61342,"N"
"1499",1499,"S",25000,"M",36,"S",7500,0.84092,"A"
"1500",1500,"S",25000,"M",21,"P",7500,0.73054,"Y"
"1501",1501,"S",125000,"F",59,"P",15000,-0.89099,"U"
"1502",1502,"S",125000,"F",32,"PS",35000,1.06803,"Y"
"1503",1503,"S",125000,"M",47,"P",35000,-1.18323,"N"
"1504",1504,"S",125000,"M",18,"S",35000,-0.92939,"N"
"1505",1505,"S",125000,"M",34,"S",15000,-0.75084,"N"
"1507",1507,"S",125000,"F",24,"S",35000,-1.25795,"N"
"1509",1509,"S",125000,"F",52,"P",35000,1.09454,"Y"
"1510",1510,"S",125000,"F",54,"P",35000,1.34252,"Y"
"1511",1511,"S",125000,"F",45,"P",2500,1.27772,"U"
"1512",1512,"S",125000,"F",32,"P",7500,-0.0968,"U"
"1513",1513,"S",125000,"M",40,"P",7500,0.70614,"U"
"1514",1514,"S",125000,"M",34,"P",7500,-0.84411,"N"
"1515",1515,"S",125000,"M",44,"P",15000,-0.12988,"A"
"1516",1516,"S",125000,"M",39,"S",75000,-1.14049,"N"
"1517",1517,"S",125000,"F",40,"S",125000,0.14576,"A"
"1518",1518,"S",125000,"F",55,"P",2500,-1.00723,"N"
"1519",1519,"S",125000,"F",21,"P",15000,0.11541,"Y"
"1520",1520,"S",125000,"M",18,"S",7500,-1.15309,"N"
"1521",1521,"S",125000,"M",70,"S",75000,1.05894,"Y"
"1522",1522,"S",125000,"F",31,"S",125000,1.43203,"Y"
"1523",1523,"S",125000,"F",35,"PS",75000,1.03393,"Y"
"1524",1524,"S",125000,"F",40,"S",35000,0.43786,"Y"
"1525",1525,"S",125000,"M",27,"PS",125000,-0.32494,"N"
"1526",1526,"S",125000,"F",55,"P",15000,-0.36459,"A"
"1527",1527,"S",125000,"F",28,"P",15000,1.49187,"Y"
"1528",1528,"S",125000,"F",41,"P",15000,-0.66172,"N"
"1529",1529,"S",125000,"M",36,"P",75000,0.84959,"U"
"1530",1530,"S",125000,"M",19,"S",7500,-0.17095,"Y"
"1531",1531,"S",125000,"F",29,"S",15000,-1.07733,"U"
"1532",1532,"S",125000,"M",47,"S",35000,1.43203,"Y"
"1533",1533,"S",125000,"M",30,"S",15000,-0.93468,"N"
"1534",1534,"S",125000,"M",22,"S",15000,-1.18993,"N"
"1535",1535,"S",125000,"F",43,"S",15000,1.03251,"Y"
"1536",1536,"S",125000,"F",67,"P",15000,1.00184,"Y"
"1537",1537,"S",125000,"M",22,"S",35000,-0.84201,"N"
"1538",1538,"S",125000,"F",29,"P",7500,1.44774,"Y"
"1539",1539,"S",125000,"F",24,"S",35000,1.24184,"Y"
"1540",1540,"S",125000,"M",49,"P",35000,1.5877,"Y"
"1542",1542,"S",15000,"F",21,"P",7500,-1.14317,"N"
"1543",1543,"S",15000,"F",58,"P",15000,1.32577,"Y"
"1545",1545,"S",15000,"M",62,"S",35000,1.12272,"Y"
"1546",1546,"S",15000,"M",47,"S",125000,0.66292,"Y"
"1547",1547,"S",15000,"M",23,"S",15000,-1.00193,"N"
"1548",1548,"S",15000,"M",66,"P",7500,1.17153,"U"
"1549",1549,"S",15000,"F",30,"S",7500,0.99168,"Y"
"1550",1550,"S",15000,"F",36,"PS",75000,1.47693,"Y"
"1551",1551,"S",15000,"M",29,"P",15000,1.3991,"U"
"1552",1552,"S",15000,"F",31,"P",15000,1.31661,"Y"
"1553",1553,"S",15000,"M",58,"P",2500,-0.76995,"U"
"1554",1554,"S",15000,"F",57,"P",7500,-1.22954,"U"
"1555",1555,"S",15000,"M",26,"P",2500,-1.15762,"N"
"1557",1557,"S",15000,"F",25,"S",200000,1.5877,"U"
"1558",1558,"S",15000,"F",48,"P",75000,1.5877,"Y"
"1559",1559,"S",15000,"M",60,"P",15000,1.16179,"Y"
"1560",1560,"S",15000,"F",27,"P",7500,1.35,"N"
"1561",1561,"S",125000,"F",44,"S",7500,-0.6549,"N"
"1562",1562,"S",125000,"F",22,"S",7500,-1.10678,"N"
"1563",1563,"S",125000,"M",63,"P",35000,1.32162,"Y"
"1564",1564,"S",125000,"M",28,"S",35000,0.1252,"Y"
"1565",1565,"S",125000,"M",27,"PS",35000,-0.99172,"N"
"1566",1566,"S",125000,"F",24,"S",75000,1.37068,"Y"
"1567",1567,"S",125000,"M",32,"S",15000,-1.18173,"N"
"1568",1568,"S",125000,"F",25,"P",7500,-0.70047,"N"
"1570",1570,"S",125000,"M",39,"P",7500,0.40746,"U"
"1571",1571,"S",125000,"M",31,"P",75000,1.15958,"U"
"1572",1572,"S",125000,"M",41,"S",15000,0.99704,"N"
"1574",1574,"S",125000,"M",42,"PS",125000,0.12256,"A"
"1575",1575,"S",125000,"F",41,"P",15000,1.20579,"U"
"1576",1576,"S",125000,"F",49,"P",35000,1.23693,"Y"
"1577",1577,"S",125000,"M",39,"PS",75000,-0.83444,"N"
"1578",1578,"S",125000,"F",25,"S",35000,0.29024,"Y"
"1579",1579,"S",125000,"M",20,"S",35000,-0.42725,"Y"
"1580",1580,"S",125000,"F",39,"P",75000,-0.11784,"Y"
"1582",1582,"S",25000,"F",22,"PS",15000,1.00318,"Y"
"1583",1583,"S",25000,"F",41,"P",7500,1.00528,"Y"
"1584",1584,"S",25000,"M",64,"PS",35000,1.5877,"Y"
"1585",1585,"S",25000,"M",18,"S",15000,-0.839,"N"
"1586",1586,"S",25000,"F",19,"S",7500,0.22416,"N"
"1587",1587,"S",25000,"M",38,"P",15000,1.4029,"Y"
"1588",1588,"S",25000,"M",23,"S",35000,0.34331,"A"
"1589",1589,"S",25000,"M",21,"P",35000,0.74667,"U"
"1590",1590,"S",25000,"F",43,"P",2500,-1.26524,"N"
"1591",1591,"S",25000,"F",51,"P",2500,0.28952,"U"
"1592",1592,"S",25000,"M",39,"P",7500,-0.82861,"A"
"1593",1593,"S",25000,"M",26,"P",35000,-0.41063,"N"
"1594",1594,"S",25000,"F",33,"S",35000,0.55175,"Y"
"1595",1595,"S",25000,"F",55,"P",7500,-1.29617,"U"
"1596",1596,"S",25000,"F",40,"P",2500,-0.30396,"Y"
"1597",1597,"S",25000,"F",70,"P",15000,1.32577,"Y"
"1598",1598,"S",25000,"F",31,"P",15000,-1.04981,"U"
"1599",1599,"S",25000,"M",43,"P",35000,0.61457,"Y"
"1600",1600,"S",25000,"M",22,"P",15000,1.51655,"Y"
"1602",1602,"S",25000,"F",24,"S",35000,0.46682,"N"
"1603",1603,"S",25000,"F",24,"P",35000,-0.25323,"Y"
"1604",1604,"S",25000,"M",38,"P",35000,0.66157,"Y"
"1605",1605,"S",25000,"M",25,"S",75000,1.25199,"Y"
"1606",1606,"S",25000,"M",28,"S",75000,-0.89167,"A"
"1607",1607,"S",25000,"M",60,"P",7500,0.34221,"N"
"1608",1608,"S",25000,"M",27,"S",75000,-0.78296,"U"
"1609",1609,"S",25000,"F",37,"S",7500,-1.25899,"Y"
"1610",1610,"S",25000,"F",26,"P",7500,0.79717,"Y"
"1611",1611,"S",25000,"M",34,"P",75000,0.31015,"U"
"1612",1612,"S",25000,"F",30,"PS",35000,0.44087,"A"
"1613",1613,"S",25000,"F",41,"S",35000,0.84982,"A"
"1614",1614,"S",25000,"F",37,"P",15000,-0.98021,"U"
"1615",1615,"S",25000,"M",39,"S",35000,0.75548,"U"
"1616",1616,"S",25000,"M",34,"PS",75000,1.36206,"Y"
"1617",1617,"S",25000,"M",42,"PS",125000,-1.03027,"N"
"1618",1618,"S",25000,"F",52,"P",15000,1.31484,"U"
"1619",1619,"S",25000,"F",19,"P",15000,0.22425,"U"
"1620",1620,"S",25000,"F",37,"PS",35000,-0.16155,"U"
"1622",1622,"S",25000,"F",23,"S",15000,-1.18602,"N"
"1623",1623,"S",25000,"M",32,"S",75000,0.9301,"U"
"1624",1624,"S",25000,"M",42,"S",125000,0.67322,"A"
"1625",1625,"S",25000,"M",32,"S",35000,0.01598,"U"
"1626",1626,"S",25000,"M",45,"P",7500,-1.14952,"N"
"1627",1627,"S",25000,"F",30,"S",2500,-1.04842,"N"
"1628",1628,"S",25000,"M",30,"S",2500,1.43653,"Y"
"1629",1629,"S",25000,"F",66,"P",15000,1.5877,"Y"
"1630",1630,"S",25000,"F",22,"P",2500,-0.97507,"N"
"1632",1632,"S",25000,"F",38,"S",35000,-1.045,"N"
"1633",1633,"S",25000,"M",35,"S",35000,-1.21974,"N"
"1634",1634,"S",25000,"M",65,"P",15000,-1.29617,"N"
"1635",1635,"S",25000,"F",28,"S",15000,-0.43759,"A"
"1636",1636,"S",25000,"M",59,"S",35000,0.76631,"Y"
"1637",1637,"S",25000,"M",28,"P",35000,1.27034,"Y"
"1638",1638,"S",25000,"F",21,"S",35000,0.61585,"Y"
"1639",1639,"S",25000,"F",52,"P",15000,0.9282,"U"
"1640",1640,"S",25000,"F",64,"S",75000,-0.03354,"N"
"1641",1641,"SA",250000,"M",33,"S",35000,-1.06452,"N"
"1642",1642,"SA",250000,"M",50,"P",15000,0.45059,"Y"
"1643",1643,"SA",250000,"F",25,"PS",35000,-1.29617,"N"
"1644",1644,"SA",250000,"F",55,"S",15000,-1.10897,"N"
"1645",1645,"SA",250000,"M",27,"PS",35000,0.20291,"Y"
"1646",1646,"SA",250000,"M",20,"S",15000,-1.05543,"N"
"1649",1649,"SA",250000,"F",43,"P",35000,0.49878,"U"
"1650",1650,"SA",250000,"M",40,"PS",75000,1.24546,"Y"
"1651",1651,"SA",250000,"F",36,"S",15000,-0.58334,"A"
"1652",1652,"SA",250000,"M",45,"P",35000,-1.1113,"N"
"1654",1654,"SA",250000,"F",23,"S",35000,0.62692,"Y"
"1656",1656,"SA",250000,"M",28,"PS",75000,-0.93008,"N"
"1657",1657,"SA",250000,"M",44,"S",75000,1.5877,"Y"
"1658",1658,"SA",250000,"F",22,"PS",35000,-0.3024,"U"
"1659",1659,"SA",250000,"F",45,"P",15000,-0.49024,"Y"
"1660",1660,"SA",250000,"M",42,"P",7500,-1.12096,"U"
"1661",1661,"SA",250000,"F",37,"P",15000,1.44774,"U"
"1662",1662,"SA",250000,"F",26,"P",15000,0.30361,"U"
"1663",1663,"SA",250000,"M",33,"PS",35000,-0.58329,"N"
"1664",1664,"SA",250000,"F",45,"S",7500,0.19216,"U"
"1665",1665,"SA",250000,"M",53,"PS",35000,-1.034,"N"
"1666",1666,"SA",250000,"F",24,"PS",35000,-1.29617,"N"
"1667",1667,"SA",250000,"F",47,"PS",75000,-0.40469,"N"
"1668",1668,"SA",250000,"F",36,"PS",35000,-1.05877,"N"
"1670",1670,"SA",250000,"M",45,"PS",125000,1.29875,"Y"
"1672",1672,"SA",250000,"F",39,"S",125000,1.5877,"Y"
"1673",1673,"SA",250000,"F",35,"S",35000,-0.75754,"U"
"1674",1674,"SA",250000,"F",53,"S",35000,-0.37617,"U"
"1675",1675,"SA",250000,"M",20,"S",75000,-0.78955,"N"
"1676",1676,"SA",250000,"M",50,"P",15000,0.02737,"Y"
"1677",1677,"SA",250000,"F",67,"P",7500,0.84968,"Y"
"1678",1678,"SA",250000,"F",30,"S",35000,0.60127,"Y"
"1679",1679,"SA",250000,"F",65,"P",15000,-1.06347,"N"
"1680",1680,"SA",250000,"M",33,"S",15000,0.91949,"U"
"1681",1681,"SA",250000,"F",57,"P",15000,0.06283,"Y"
"1682",1682,"SA",250000,"F",21,"PS",35000,-0.36306,"A"
"1683",1683,"SA",250000,"M",28,"S",15000,-1.02236,"Y"
"1685",1685,"SA",250000,"M",36,"PS",15000,-1.15236,"N"
"1689",1689,"SA",250000,"M",38,"PS",35000,-0.50707,"N"
"1690",1690,"SA",250000,"F",59,"S",15000,-0.09055,"U"
"1691",1691,"SA",250000,"M",32,"S",35000,-0.12109,"U"
"1692",1692,"SA",250000,"F",52,"S",15000,-1.10692,"N"
"1693",1693,"SA",250000,"F",21,"PS",15000,-0.89847,"N"
"1694",1694,"SA",250000,"F",23,"PS",35000,-1.29617,"N"
"1695",1695,"SA",250000,"M",36,"S",75000,1.25914,"Y"
"1696",1696,"SA",250000,"M",65,"P",35000,1.55312,"Y"
"1698",1698,"SA",250000,"F",47,"S",35000,0.1623,"U"
"1699",1699,"SA",250000,"F",32,"P",2500,1.29311,"Y"
"1701",1701,"SA",250000,"F",44,"PS",125000,1.47615,"Y"
"1702",1702,"SA",250000,"M",57,"P",35000,-1.29617,"N"
"1703",1703,"SA",250000,"M",50,"P",15000,0.6546,"Y"
"1704",1704,"SA",250000,"M",35,"S",35000,0.36224,"U"
"1705",1705,"SA",250000,"F",20,"PS",35000,0.88345,"Y"
"1706",1706,"SA",250000,"F",48,"S",35000,-0.11023,"U"
"1707",1707,"SA",250000,"F",33,"S",35000,0.94201,"Y"
"1708",1708,"SA",250000,"M",20,"S",35000,0.42371,"N"
"1709",1709,"SA",250000,"M",36,"S",35000,0.35407,"Y"
"1710",1710,"SA",250000,"M",70,"S",15000,1.4103,"Y"
"1711",1711,"SA",250000,"M",67,"P",7500,-1.07308,"N"
"1712",1712,"SA",250000,"M",25,"S",15000,0.02663,"U"
"1713",1713,"SA",250000,"M",37,"S",15000,-0.92721,"N"
"1714",1714,"SA",250000,"F",26,"S",15000,1.36523,"Y"
"1715",1715,"SA",250000,"F",39,"S",15000,0.63292,"Y"
"1716",1716,"SA",250000,"M",45,"P",15000,-0.68375,"N"
"1717",1717,"SA",250000,"M",24,"PS",35000,1.47164,"Y"
"1718",1718,"SA",250000,"F",32,"P",7500,1.2092,"U"
"1719",1719,"SA",250000,"F",45,"P",15000,-1.26247,"N"
"1720",1720,"SA",250000,"M",50,"P",7500,-1.29617,"N"
"1721",1721,"SA",250000,"F",40,"P",15000,-0.77529,"U"
"1723",1723,"SA",250000,"M",35,"PS",75000,-0.8322,"N"
"1724",1724,"SA",250000,"M",28,"S",15000,1.37129,"Y"
"1725",1725,"SA",250000,"M",47,"P",7500,-1.29617,"N"
"1726",1726,"SA",250000,"M",21,"S",15000,-1.04205,"N"
"1728",1728,"SA",250000,"F",39,"P",35000,-1.17235,"N"
"1729",1729,"SA",250000,"F",20,"PS",35000,-0.04348,"N"
"1730",1730,"SA",250000,"M",63,"P",15000,1.5877,"Y"
"1731",1731,"SA",250000,"M",32,"S",2500,-0.6265,"N"
"1733",1733,"SA",250000,"F",43,"P",15000,1.33205,"Y"
"1734",1734,"SA",250000,"M",30,"S",35000,1.24611,"Y"
"1735",1735,"SA",250000,"F",20,"S",15000,1.4186,"Y"
"1736",1736,"SA",250000,"M",56,"P",35000,-0.24431,"U"
"1737",1737,"SA",250000,"M",36,"PS",35000,-1.29617,"A"
"1738",1738,"SA",250000,"M",27,"PS",35000,-0.76483,"N"
"1739",1739,"SA",250000,"F",20,"P",7500,0.96737,"Y"
"1741",1741,"SA",250000,"F",24,"S",7500,-1.29617,"N"
"1742",1742,"SA",250000,"F",49,"P",35000,-1.06985,"N"
"1743",1743,"SA",250000,"M",41,"PS",35000,-0.25322,"U"
"1744",1744,"SA",250000,"M",18,"S",35000,0.27038,"N"
"1745",1745,"SA",250000,"F",31,"S",35000,1.6051,"U"
"1749",1749,"SA",250000,"M",37,"PS",35000,-0.55383,"N"
"1750",1750,"SA",250000,"F",22,"S",75000,1.40347,"Y"
"1751",1751,"SA",250000,"F",55,"S",35000,-0.39484,"U"
"1752",1752,"SA",250000,"M",22,"S",35000,-0.19563,"U"
"1753",1753,"SA",250000,"M",61,"P",35000,0.46818,"U"
"1754",1754,"SA",250000,"M",62,"P",35000,-0.40587,"U"
"1756",1756,"SA",250000,"F",27,"P",125000,0.68235,"A"
"1757",1757,"SA",250000,"F",19,"S",7500,0.48183,"U"
"1758",1758,"SA",250000,"F",46,"S",35000,-1.26441,"A"
"1759",1759,"SA",250000,"M",36,"S",15000,-1.1854,"N"
"1760",1760,"SA",250000,"F",60,"P",35000,0.3834,"Y"
"1761",1761,"SA",250000,"M",34,"PS",35000,0.54921,"U"
"1763",1763,"SA",250000,"M",22,"S",15000,-1.11582,"A"
"1764",1764,"SA",250000,"F",47,"P",15000,0.83048,"Y"
"1765",1765,"SA",250000,"M",43,"S",35000,-0.1826,"N"
"1766",1766,"SA",250000,"M",49,"P",35000,0.74014,"U"
"1767",1767,"SA",250000,"M",57,"P",7500,-1.29617,"N"
"1768",1768,"SA",250000,"F",37,"S",35000,-0.3003,"U"
"1769",1769,"SA",250000,"M",25,"S",35000,-1.29617,"N"
"1770",1770,"SA",250000,"F",44,"P",15000,1.32555,"Y"
"1771",1771,"SA",250000,"F",19,"P",15000,-0.47883,"U"
"1773",1773,"SA",250000,"M",24,"S",15000,0.72708,"Y"
"1776",1776,"SA",250000,"F",19,"PS",35000,-0.82327,"N"
"1778",1778,"SA",250000,"M",18,"S",15000,-1.25656,"N"
"1779",1779,"SA",250000,"F",38,"P",15000,-1.29617,"N"
"1780",1780,"SA",250000,"F",36,"S",2500,0.00744,"U"
"1781",1781,"SA",250000,"F",69,"P",15000,1.25678,"Y"
"1782",1782,"SA",250000,"M",21,"PS",75000,0.28707,"Y"
"1783",1783,"SA",250000,"F",25,"PS",15000,1.09971,"A"
"1784",1784,"SA",250000,"M",42,"S",35000,-0.62392,"Y"
"1786",1786,"SA",250000,"M",49,"S",35000,1.50986,"Y"
"1788",1788,"SA",250000,"F",40,"S",15000,0.29175,"U"
"1790",1790,"SA",250000,"F",53,"PS",15000,-0.27889,"A"
"1791",1791,"SA",250000,"M",22,"S",35000,-0.43626,"N"
"1792",1792,"SA",250000,"M",45,"S",35000,-0.18888,"A"
"1793",1793,"SA",250000,"F",18,"S",200000,-1.18011,"N"
"1796",1796,"SA",250000,"F",21,"PS",15000,-1.21834,"N"
"1797",1797,"SA",250000,"M",19,"S",7500,-0.8308,"N"
"1798",1798,"SA",250000,"F",59,"P",15000,-1.04005,"U"
"1799",1799,"SA",250000,"F",60,"P",35000,-0.6809,"N"
"1801",1801,"SA",250000,"F",20,"P",15000,-1.13038,"N"
"1802",1802,"SA",250000,"F",62,"S",75000,1.5877,"Y"
"1803",1803,"SA",250000,"M",24,"S",15000,-0.14715,"Y"
"1804",1804,"SA",250000,"F",70,"P",35000,1.55399,"Y"
"1805",1805,"SA",250000,"M",42,"S",35000,1.50846,"A"
"1806",1806,"SA",250000,"M",21,"PS",35000,-1.22285,"N"
"1807",1807,"SA",250000,"F",50,"S",75000,0.22716,"Y"
"1808",1808,"SA",250000,"F",60,"P",35000,-0.57897,"U"
"1809",1809,"SA",250000,"F",22,"P",75000,-1.12024,"N"
"1811",1811,"SA",250000,"F",56,"S",35000,0.53532,"Y"
"1813",1813,"SA",250000,"M",22,"S",15000,-1.29617,"N"
"1814",1814,"SA",250000,"F",42,"S",35000,0.934,"Y"
"1815",1815,"SA",250000,"M",53,"P",15000,1.4277,"Y"
"1816",1816,"SA",250000,"F",30,"S",15000,-1.26325,"N"
"1817",1817,"SA",250000,"M",24,"PS",200000,-1.00115,"N"
"1819",1819,"SA",250000,"F",37,"S",35000,0.91144,"Y"
"1820",1820,"SA",250000,"M",55,"PS",15000,-1.02974,"N"
"1821",1821,"SA",250000,"M",41,"S",75000,-1.04685,"N"
"1822",1822,"SA",250000,"F",21,"S",35000,-0.9465,"A"
"1823",1823,"SA",250000,"F",36,"S",7500,-0.40386,"A"
"1824",1824,"SA",250000,"F",29,"P",15000,-0.73164,"A"
"1825",1825,"SA",250000,"M",21,"S",75000,-0.087,"U"
"1826",1826,"SA",250000,"M",55,"P",15000,-1.16446,"N"
"1828",1828,"SA",250000,"F",59,"S",15000,0.70457,"U"
"1829",1829,"SA",250000,"M",27,"S",35000,0.18113,"U"
"1830",1830,"SA",250000,"F",30,"S",35000,0.71686,"A"
"1832",1832,"SA",250000,"F",44,"P",7500,-0.70865,"U"
"1833",1833,"SA",250000,"M",58,"P",35000,-1.29617,"N"
"1834",1834,"SA",250000,"F",30,"S",15000,-1.29617,"N"
"1835",1835,"SA",250000,"F",44,"P",7500,-1.2204,"N"
"1836",1836,"SA",250000,"M",52,"P",15000,0.94667,"Y"
"1837",1837,"SA",250000,"F",30,"S",15000,-0.92566,"N"
"1838",1838,"SA",250000,"M",20,"S",15000,-0.27723,"U"
"1839",1839,"SA",250000,"F",59,"P",7500,-0.55051,"U"
"1840",1840,"SA",250000,"M",18,"S",15000,1.20547,"Y"
"1841",1841,"SA",250000,"M",24,"S",35000,1.15313,"A"
"1843",1843,"SA",250000,"F",21,"S",35000,1.32923,"Y"
"1844",1844,"SA",250000,"M",49,"P",7500,-0.15941,"U"
"1845",1845,"SA",250000,"M",58,"S",35000,0.12745,"Y"
"1846",1846,"SA",250000,"F",25,"S",15000,-1.30809,"A"
"1847",1847,"SA",250000,"M",21,"S",35000,-1.11348,"N"
"1848",1848,"SA",250000,"F",60,"S",15000,0.52689,"U"
"1849",1849,"SA",250000,"M",54,"P",7500,-1.30296,"U"
"1850",1850,"SA",250000,"F",43,"P",7500,-1.29617,"N"
"1851",1851,"SA",250000,"M",30,"S",15000,0.66365,"N"
"1852",1852,"SA",250000,"M",49,"S",35000,-0.95176,"N"
"1853",1853,"SA",250000,"F",54,"P",2500,-0.25607,"Y"
"1854",1854,"SA",250000,"F",19,"S",15000,-0.80563,"U"
"1855",1855,"SA",250000,"F",36,"S",15000,-1.17637,"U"
"1856",1856,"SA",250000,"F",58,"P",15000,0.82026,"U"
"1859",1859,"SA",250000,"M",42,"S",35000,0.00476,"U"
"1860",1860,"SA",250000,"M",35,"S",15000,0.24119,"U"
"1861",1861,"SA",250000,"F",44,"P",35000,-0.69008,"A"
"1862",1862,"SA",250000,"F",23,"PS",75000,0.17177,"Y"
